,Role,Company,Location,Min_Salary,Max_Salary,Average_Salary,Employment Type,Min_Experience,Max_Experience,UG,PG,Doctorate,Key Skills,Industry Type,Department,Role Category,Date Posted,Openings,Applications,Reviews
440,full stack developer,ibm,['bangalore'],,,,"full time, permanent",2,6,b.tech/b.e.,any postgraduate,Not Specified,"['agile', 'apache flink', 'api', 'cassandra', 'ci/cd', 'docker container', 'elastic search', 'git', 'gradle', 'graphql apis', 'j2ee', 'java', 'jenkins', 'kafka', 'maven', 'nosql', 'openshift', 'python', 'react.js', 'rest', 'saas', 'software development', 'spring boot', 'sql', 'ui']",it services and consulting,engineering - software and qa,software development,04-09-2024,,130,4.1
441,full stack developer,ibm,['bangalore'],,,,"full time, permanent",7,11,b.tech/b.e.,any postgraduate,Not Specified,"['agile', 'angular', 'apache flink', 'api', 'cassandra', 'ci/cd', 'css', 'docker container', 'git', 'gradle', 'graphql apis', 'html', 'j2ee', 'java', 'javascript', 'jenkins', 'kafka', 'maven', 'mongodb', 'nosql', 'openshift', 'python', 'react.js', 'rest', 'saas', 'software development', 'spring boot', 'sql', 'typescript', 'ui']",it services and consulting,engineering - software and qa,software development,04-09-2024,,25,4.1
442,full stack developer,ibm,['bangalore'],,,,"full time, permanent",7,11,b.tech/b.e.,any postgraduate,Not Specified,"['agile', 'angular', 'apache flink', 'api', 'cassandra', 'ci/cd', 'css', 'docker container', 'elastic search', 'git', 'gradle', 'graphql apis', 'html', 'j2ee', 'java', 'javascript', 'jenkins', 'kafka', 'maven', 'nosql', 'openshift', 'python', 'react.js', 'rest', 'saas', 'software development', 'spring boot', 'sql', 'typescript', 'ui']",it services and consulting,engineering - software and qa,software development,04-09-2024,,23,4.1
443,full stack developer,narayana health (nh),['bangalore'],,,,"full time, permanent",3,6,b.tech/b.e.,m.tech,Not Specified,"['angularjs', 'full stack', 'java', 'mango db', 'mean stack', 'nodejs', 'python', 'react.js']",analytics / kpo / research,engineering - software and qa,software development,05-09-2024,1,1067,4.2
444,full stack developer,artem healthtech pvt. ltd,['ahmedabad'],50000.0,200000.0,125000.0,"full time, permanent",2,7,b.tech/b.e.,Not Specified,Not Specified,"['javascript frameworks', 'nodejs applications', 'spring boot']",it services and consulting,engineering - software and qa,software development,09-09-2024,1,116,3.4
445,full stack developer,aveva,['bangalore'],,,,"full time, permanent",5,7,b.tech/b.e.,any postgraduate,Not Specified,"['angular material', 'bootstrap', 'css3', 'html5', 'javascript', 'rest api', 'typescript', 'ui development', 'web development', 'web ui']",it services and consulting,engineering - software and qa,software development,05-09-2024,1,50,4.4
446,full stack developer,shell infotech,['hyderabad'],1500000.0,3000000.0,2250000.0,"full time, permanent",8,13,b.tech/b.e.,Not Specified,Not Specified,"['aws', 'java', 'microservices', 'node', 'okta', 'react native', 'react.js']",it services and consulting,engineering - software and qa,software development,27-08-2024,1,52,
447,full stack developer,fortune india 500 it services firm,['hyderabad'],,,,"full time, temporary/contractual",5,10,Any Graduate,Not Specified,Not Specified,"['api integration', 'e-commerce', 'java', 'node.js', 'react.js', 'restful apis', 'spring boot', 'web socket']",it services and consulting,engineering - software and qa,software development,04-09-2024,2,239,
448,full stack developer,ibm,['gandhinagar'],,,,"full time, permanent",5,10,b.tech/b.e.,any postgraduate,Not Specified,"['agile', 'api', 'application programming', 'artificial intelligence', 'backend development', 'docker', 'fullstack development', 'github', 'java', 'javascript', 'kubernetes', 'microservices', 'microservices development', 'ml', 'nextjs', 'node.js', 'python', 'react.js', 'troubleshooting', 'typescript']",it services and consulting,engineering - software and qa,software development,03-09-2024,,29,4.1
449,full stack developer,tetrahed inc,"['bangalore', 'hyderabad', 'pune']",,,,"full time, permanent",5,9,Any Graduate,any postgraduate,ph.d/doctorate,"['aws', 'css', 'git', 'html', 'javascript frameworks', 'react.js', 'software engineering', 'typescript', 'version control', 'web technologies']",it services and consulting,engineering - software and qa,software development,27-08-2024,,35,
450,head - training and development,webtech softwares,"['bangalore', 'hyderabad']",400000.0,850000.0,625000.0,"full time, permanent",4,7,Any Graduate,Not Specified,Not Specified,"['angularjs', 'api integration', 'build restful', 'codeigniter', 'frontend development', 'java', 'knowledge on third party', 'laravel', 'mongodb', 'my sql', 'node.js', 'php', 'react.js']",it services and consulting,teaching and training,corporate training,09-09-2024,1,18,4.0
451,full stack developer,castaliaz technologies,"['mumbai', 'thane']",650000.0,1500000.0,1075000.0,"full time, permanent",2,5,b.tech/b.e.,Not Specified,Not Specified,"['full stack', 'fullstack development', 'java fullstack']",it services and consulting,engineering - software and qa,software development,09-09-2024,1,495,3.9
452,full stack developer,superior electric machines,['gurgaon'],,,,"full time, permanent",3,5,Any Graduate,any postgraduate,ph.d/doctorate,"['ci/cd', 'devops', 'express.js', 'full stack development', 'git', 'javascript', 'nodejs', 'sql']",it services and consulting,engineering - software and qa,software development,08-09-2024,,673,
453,other,cogenthub,['kolkata'],,,,"full time, permanent",3,8,Any Graduate,Not Specified,Not Specified,"['core php', 'laravel', 'linux server', 'mysql', 'php', 'php development', 'ubuntu']",bpo / call centre,other,other,09-09-2024,2,10,2.7
454,it support - other,hexaarch,"['ernakulam', 'kochi']",,,,"full time, permanent",3,6,b.tech/b.e.,Not Specified,Not Specified,"['c#', 'css', 'expertise in python', 'front-end and back-end development', 'html', 'java', 'javascript', 'mongodb', 'mysql', 'node.js', 'php', 'rust', 'sql']",it services and consulting,it and information security,it support,08-09-2024,2,43,
455,full stack developer,pypolo,['bangalore'],,,,"full time, permanent",0,4,Any Graduate,any postgraduate,Not Specified,"['computer science', 'data structures', 'distribution system', 'front end', 'git', 'hibernate', 'maven', 'monitoring', 'python', 'version control']",travel and tourism,engineering - software and qa,software development,28-08-2024,1,9977,
456,full stack developer,integrated personnel services limited,"['bangalore', 'hyderabad']",,,,"full time, permanent",6,11,Any Graduate,any postgraduate,Not Specified,"['ajax', 'algorithms', 'cassandra nosql', 'core java', 'css', 'data structures', 'html', 'javascript', 'json', 'object oriented analysis', 'react', 'redis', 'rest']",it services and consulting,engineering - software and qa,software development,28-08-2024,1,21,
457,full stack developer,it industry dominator,['gurgaon'],2000000.0,2500000.0,2250000.0,"full time, permanent",6,10,b.tech/b.e.,Not Specified,Not Specified,"['django', 'javascript', 'microservices', 'python', 'react.js', 'sql']",it services and consulting,engineering - software and qa,software development,10-09-2024,1,9,
458,full stack developer,ibm,['bangalore'],,,,"full time, permanent",10,14,b.tech/b.e.,any postgraduate,Not Specified,"['artificial intelligence', 'cassandra', 'cassandra database', 'cloud technologies', 'docker', 'docker container', 'github', 'grafana', 'j2ee', 'java', 'kafka', 'kubernetes', 'machine learning', 'microservices', 'node.js', 'postgresql', 'prometheus', 'python', 'pytorch', 'rest', 'scikit-learn', 'tensorflow']",it services and consulting,engineering - software and qa,software development,30-08-2024,,15,4.1
459,full stack developer,ibm,['bangalore'],,,,"full time, permanent",2,6,Any Graduate,any postgraduate,Not Specified,"['c', 'c++', 'community management', 'front end', 'javascript', 'public relations', 'python development', 'typescript', 'ui development', 'webpack']",it services and consulting,engineering - software and qa,software development,30-08-2024,,72,4.1
460,full stack developer,ibm,['bangalore'],,,,"full time, permanent",2,6,b.tech/b.e.,any postgraduate,Not Specified,"['agile methodology', 'angular', 'ci/cd', 'continuous integration', 'full stack', 'fullstack development', 'github', 'jenkins', 'jira', 'kafka', 'kubernetes', 'load balancing', 'multithreading', 'nosql', 'numpy', 'onnx', 'python', 'pytorch', 'rabbitmq', 'react.js', 'scipy', 'sql', 'tensorflow', 'webpack']",it services and consulting,engineering - software and qa,software development,30-08-2024,,123,4.1
461,full stack developer,2coms,['bangalore'],,,,"full time, permanent",2,7,Any Graduate,Not Specified,Not Specified,"['agile', 'analytical', 'angular', 'aws', 'catalyst', 'communication skills', 'css', 'database creation', 'development', 'end', 'front', 'full stack', 'fullstack development', 'gcp', 'git', 'html', 'java', 'javascript', 'javascript frameworks', 'microsoft azure', 'node.js', 'nosql', 'python', 'react.js', 'rest', 'ruby', 'sql', 'stack', 'teamwork', 'vue.js', 'zoho']",software product,engineering - software and qa,software development,29-08-2024,,1701,3.9
462,software development - other,johnson and johnson kenvue,['bangalore'],,,,"full time, permanent",3,5,Any Graduate,any postgraduate,Not Specified,"['computer science', 'data management', 'data security', 'front end', 'html', 'information management', 'it operations', 'javascript', 'project delivery', 'python']",retail,engineering - software and qa,software development,28-08-2024,1,9,4.2
463,full stack developer,ibm,['bangalore'],,,,"full time, permanent",6,11,b.tech/b.e.,any postgraduate,Not Specified,"['artificial intelligence', 'aws', 'continuous integration', 'cypress', 'eclipse', 'git', 'ibm cloud', 'intellij idea', 'javascript frameworks', 'jenkins', 'kubernetes', 'microsoft azure', 'node.js', 'openshift', 'python', 'react.js', 'spark', 'sql', 'travis', 'typescript', 'visual studio code']",it services and consulting,engineering - software and qa,software development,27-08-2024,,37,4.1
465,full stack developer,ibm,['bangalore'],,,,"full time, permanent",1,2,b.tech/b.e.,any postgraduate,Not Specified,"['agile', 'angular', 'bootstrap', 'cassandra', 'code review', 'css', 'enterprise applications', 'frontend development', 'full stack', 'fullstack development', 'html', 'ibm db2', 'j2ee', 'java', 'javascript', 'jquery', 'mysql', 'node.js', 'nosql', 'oracle', 'rdbms', 'react.js', 'spring', 'ui development', 'web development']",it services and consulting,engineering - software and qa,software development,02-09-2024,,977,4.1
466,full stack developer,ibm,['bangalore'],,,,"full time, permanent",12,15,b.tech/b.e.,any postgraduate,Not Specified,"['agile', 'artificial intelligence', 'bash', 'continuous delivery', 'data science', 'debugging', 'docker', 'frontend ui', 'full stack', 'fullstack development', 'github', 'java', 'json', 'kubernetes', 'linux', 'machine learning', 'node.js', 'openshift', 'python', 'react.js', 'scala', 'sql', 'ui development', 'zos']",it services and consulting,engineering - software and qa,software development,01-09-2024,,13,4.1
467,full stack developer,ibm,['bangalore'],,,,"full time, permanent",5,7,b.tech/b.e.,any postgraduate,Not Specified,"['agile', 'api', 'application programming', 'artificial intelligence', 'backend development', 'docker', 'fullstack development', 'github', 'java', 'javascript', 'kubernetes', 'microservices', 'microservices development', 'ml', 'nextjs', 'node.js', 'python', 'react.js', 'troubleshooting', 'typescript']",it services and consulting,engineering - software and qa,software development,31-08-2024,,47,4.1
468,full stack developer,ibm,['bangalore'],,,,"full time, permanent",2,6,b.tech/b.e.,any postgraduate,Not Specified,"['agile', 'application troubleshooting', 'big data', 'cloud computing', 'etl', 'full stack', 'fullstack development', 'golang', 'grafana', 'graphql', 'kubernetes', 'mongodb', 'node.js', 'prometheus', 'react.js', 'rest', 'service development', 'software design', 'troubleshooting', 'typescript']",it services and consulting,engineering - software and qa,software development,31-08-2024,,104,4.1
469,full stack developer,globant,"['hyderabad', 'indore', 'pune']",,,,"full time, permanent",7,9,Any Graduate,Not Specified,Not Specified,"['btp', 'cloud', 'sap btp']",it services and consulting,engineering - software and qa,software development,01-09-2024,1,9,4.1
470,full stack developer,xllent corporate services pvt. ltd,['bangalore'],,,,"full time, permanent",4,7,b.sc,any postgraduate,ph.d/doctorate,"['aws', 'ccpa', 'docker', 'graphql', 'hipaa', 'hitrust', 'nestjs', 'node.js', 'nodejs', 'postgres', 'rails', 'react', 'react native', 'redis', 'redux', 'soc 2', 'typescript']",medical services / hospital (diagnostics),engineering - software and qa,software development,03-09-2024,,171,2.4
471,full stack developer,arcolab,['bangalore'],,,,"full time, permanent",5,8,b.tech/b.e.,Not Specified,Not Specified,"['.net core', 'angular 10 +', 'object-oriented programming', 'oop', 'postgresql']",it services and consulting,engineering - software and qa,software development,03-09-2024,1,447,4.0
472,full stack developer,myraa technologies,"['bangalore', 'chennai', 'delhi']",,,,"full time, permanent",1,4,b.tech/b.e.,m.tech,ph.d/doctorate,"['ci/cd', 'data structures', 'devops', 'docker', 'full stack development', 'graphql', 'jenkins', 'kubernetes', 'mongodb', 'neo4j', 'nosql', 'restful apis']",internet (e-commerce),engineering - software and qa,software development,03-09-2024,,2299,3.8
473,full stack developer,tecnotree,['bangalore'],,,,"full time, permanent",7,10,b.tech/b.e.,Not Specified,Not Specified,"['javascript', 'node.js', 'react.js']",it services and consulting,engineering - software and qa,software development,29-08-2024,1,83,3.1
474,full stack developer,impelox tech,['chennai'],,,,"full time, permanent",0,1,Any Graduate,any postgraduate,ph.d/doctorate,"['angular', 'css frameworks', 'ionic', 'node.js', 'python', 'react', 'react native', 'rest frameworks', 'vue.js']",it services and consulting,engineering - software and qa,software development,26-08-2024,1,11041,
475,full stack developer,talentpull and infrastructure,['hyderabad'],1100000.0,1600000.0,1350000.0,"full time, permanent",3,8,Any Graduate,Not Specified,Not Specified,"['angularjs', 'express', 'fullstack development', 'java fullstack', 'javascript frameworks', 'mean stack', 'mern stack', 'mongodb', 'nextjs', 'node.js', 'react.js', 'web development']",it services and consulting,engineering - software and qa,software development,10-09-2024,5,20,
