,Role,Company,Location,Min_Salary,Max_Salary,Average_Salary,Employment Type,Min_Experience,Max_Experience,UG,PG,Doctorate,Key Skills,Industry Type,Department,Role Category,Date Posted,Openings,Applications,Reviews
372,it and information security - other,info test ehire campaign,['chennai'],,,,"full time, permanent",6,10,Any Graduate,Not Specified,Not Specified,"['ansible', 'aws', 'aws devops', 'azure cloud', 'azure devops', 'ci/cd', 'devops', 'devops engineer', 'devops tools', 'python', 'terraform']",recruitment / staffing,it and information security,it and information security - other,05-09-2024,10,312,
373,devops engineer,accenture,['bangalore'],,,,"full time, permanent",3,7,b.tech/b.e.,any postgraduate,Not Specified,"['aws', 'aws cloudformation', 'bash', 'ci cd pipeline', 'ci/cd', 'cloud platforms', 'cloud technologies', 'container', 'continuous integration', 'devops', 'docker', 'gitlab', 'high availability', 'jenkins', 'kubernetes', 'microsoft azure', 'python', 'swarm', 'terraform']",it services and consulting,engineering - software and qa,devops,30-08-2024,,97,4.0
374,devops engineer,accenture,['bangalore'],,,,"full time, permanent",2,4,b.tech/b.e.,any postgraduate,Not Specified,"['aws', 'azure paas', 'ci cd pipeline', 'ci/cd', 'cloud technologies', 'container', 'container orchestration', 'continuous integration', 'devops', 'docker', 'iaas', 'iac', 'jenkins', 'kubernetes', 'microsoft azure', 'microsoft azure devops', 'microsoft azure iaas', 'paas', 'terraform']",it services and consulting,engineering - software and qa,devops,30-08-2024,,343,4.0
375,devops engineer,accenture,['bangalore'],,,,"full time, permanent",3,5,b.tech/b.e.,any postgraduate,Not Specified,"['ansible', 'application deployment', 'aws', 'aws cloudformation', 'ci cd pipeline', 'ci/cd', 'circleci', 'container', 'container orchestration', 'continuous integration', 'devops', 'docker', 'docker swarm', 'gcp', 'gitlab', 'jenkins', 'kubernetes', 'microsoft azure', 'swarm', 'terraform']",it services and consulting,engineering - software and qa,devops,29-08-2024,,178,4.0
376,devops engineer,accenture,['bangalore'],,,,"full time, permanent",7,9,b.tech/b.e.,any postgraduate,Not Specified,"['ansible', 'automation tools', 'aws', 'aws codedeploy', 'cd tools', 'ci cd pipeline', 'ci/cd', 'container', 'continuous integration', 'devops', 'docker', 'gcp', 'gitlab', 'jenkins', 'kubernetes', 'microsoft azure', 'postgresql', 'postgresql administration', 'swarm', 'terraform']",it services and consulting,engineering - software and qa,devops,29-08-2024,,21,4.0
377,devops engineer,accenture,['bangalore'],,,,"full time, permanent",3,6,b.tech/b.e.,any postgraduate,Not Specified,"['ansible', 'aws', 'ci cd pipeline', 'ci/cd', 'cloud platforms', 'cloud technologies', 'container', 'container orchestration', 'containerization', 'continuous integration', 'devops', 'docker', 'gcp', 'github', 'high availability', 'kubernetes', 'microsoft azure', 'puppet', 'software development']",it services and consulting,engineering - software and qa,devops,28-08-2024,,172,4.0
378,devops engineer,accenture,['bangalore'],,,,"full time, permanent",5,8,b.tech/b.e.,any postgraduate,Not Specified,"['ansible', 'automation tools', 'aws', 'ci cd pipeline', 'ci/cd', 'cloud technologies', 'container', 'continuous integration', 'devops', 'docker', 'firewall', 'git', 'high availability', 'jenkins', 'kubernetes', 'microsoft azure', 'puppet', 'swarm', 'unix', 'unix shell scripting']",it services and consulting,engineering - software and qa,devops,28-08-2024,,52,4.0
379,devops engineer,accenture,['bangalore'],,,,"full time, permanent",3,5,b.tech/b.e.,any postgraduate,Not Specified,"['automation tools', 'aws', 'aws cloudformation', 'aws codedeploy', 'ci cd pipeline', 'ci/cd', 'cloud technologies', 'container', 'continuous integration', 'devops', 'docker', 'gcp', 'gitlab', 'gitlab ci', 'gitlab ci / cd', 'jenkins', 'kubernetes', 'microsoft azure', 'swarm', 'terraform']",it services and consulting,engineering - software and qa,devops,28-08-2024,,100,4.0
380,devops engineer,accenture,['bangalore'],,,,"full time, permanent",3,7,b.tech/b.e.,any postgraduate,Not Specified,"['ansible', 'automation tools', 'aws', 'aws codedeploy', 'ci cd pipeline', 'ci/cd', 'cloud technologies', 'configuration management', 'container', 'continuous integration', 'core hcm', 'devops', 'docker', 'gitlab', 'jenkins', 'kubernetes', 'microsoft azure', 'swarm', 'terraform', 'workday core hcm']",it services and consulting,engineering - software and qa,devops,28-08-2024,,62,4.0
381,devops engineer,accenture,['bangalore'],,,,"full time, permanent",5,7,b.tech/b.e.,any postgraduate,Not Specified,"['aws', 'aws cloudformation', 'cd tools', 'ci cd pipeline', 'ci/cd', 'circleci', 'cloud technologies', 'continuous integration', 'gcp', 'gitlab', 'gitlab ci', 'gitlab ci / cd', 'jenkins', 'kubernetes', 'microsoft azure']",it services and consulting,engineering - software and qa,devops,27-08-2024,,39,4.0
382,devops engineer,accenture,['bangalore'],,,,"full time, permanent",3,5,b.tech/b.e.,any postgraduate,Not Specified,"['advanced embedded', 'azure cloud', 'ci cd pipeline', 'ci/cd', 'cloud technologies', 'container', 'containerization', 'continuous integration', 'css', 'devops', 'docker', 'git', 'html', 'java', 'javascript', 'kubernetes', 'microsoft azure', 'node.js', 'python', 'software development', 'system engineering']",it services and consulting,engineering - software and qa,devops,27-08-2024,,105,4.0
383,devops engineer,accolite software india pvt ltd,['bangalore'],,,,"full time, permanent",4,8,Any Graduate,any postgraduate,Not Specified,"['amazon ec2', 'ansible', 'aws', 'cd', 'ci/cd', 'cloud computing', 'communication skills', 'container', 'continuous integration', 'devops', 'docker', 'docker container', 'eks', 'git', 'github', 'jenkins', 'jira', 'kubernetes', 'linux', 'maven', 'microsoft azure', 'python', 'shell scripting', 'terraform', 'tokenization']",it services and consulting,engineering - software and qa,devops,27-08-2024,1,2840,3.6
384,devops engineer,accenture,['bangalore'],,,,"full time, permanent",3,5,b.tech/b.e.,any postgraduate,Not Specified,"['application deployment', 'aws', 'azure paas', 'ci cd pipeline', 'ci/cd', 'cloud technologies', 'container', 'container orchestration', 'continuous integration', 'devops', 'docker', 'iaas', 'jenkins', 'microsoft azure', 'microsoft azure iaas', 'paas', 'python', 'software engineering']",it services and consulting,engineering - software and qa,devops,26-08-2024,,73,4.0
385,devops engineer,accenture,['bangalore'],,,,"full time, permanent",7,11,b.tech/b.e.,any postgraduate,Not Specified,"['ansible', 'aws', 'aws cloudformation', 'aws kms', 'ci cd pipeline', 'ci/cd', 'circleci', 'cloud platform', 'computer science', 'container', 'continuous integration', 'devops', 'gcp', 'gitlab', 'gitlab ci', 'gitlab ci / cd', 'google', 'infrastructure', 'jenkins', 'kms', 'platform architecture', 'terraform', 'vault']",it services and consulting,engineering - software and qa,devops,26-08-2024,,34,4.0
386,devops engineer,accenture,['bangalore'],,,,"full time, permanent",15,18,b.tech/b.e.,any postgraduate,Not Specified,"['ansible', 'cd tools', 'ci cd pipeline', 'ci/cd', 'circleci', 'cloud technologies', 'computer science', 'container', 'container orchestration', 'continuous integration', 'devops', 'docker', 'gitlab', 'gitlab ci', 'grafana', 'infrastructure', 'jenkins', 'kubernetes', 'prometheus', 'puppet', 'swarm', 'terraform']",it services and consulting,engineering - software and qa,devops,26-08-2024,,34,4.0
388,devops engineer,accenture,['bangalore'],,,,"full time, permanent",5,10,b.tech/b.e.,any postgraduate,Not Specified,"['ansible', 'aws', 'ci cd pipeline', 'ci/cd', 'cloud platforms', 'cloud technologies', 'container', 'container orchestration', 'containerization', 'continuous integration', 'devops', 'docker', 'full stack', 'git', 'java', 'jenkins', 'kubernetes', 'linux', 'microsoft azure', 'software development']",it services and consulting,engineering - software and qa,devops,01-09-2024,,49,4.0
389,devops engineer,accenture,['bangalore'],,,,"full time, permanent",3,5,b.tech/b.e.,any postgraduate,Not Specified,"['ansible', 'aws', 'aws cloudformation', 'bash', 'ci cd pipeline', 'docker', 'git', 'github', 'kubernetes', 'kubernetes administration', 'puppet', 'python', 'software development methodologies', 'terraform']",it services and consulting,engineering - software and qa,devops,01-09-2024,,272,4.0
390,devops engineer,accenture,['bangalore'],,,,"full time, permanent",5,7,b.tech/b.e.,any postgraduate,Not Specified,"['ansible', 'aws', 'ci cd pipeline', 'ci/cd', 'cloud platforms', 'cloud technologies', 'container', 'container orchestration', 'containerization', 'continuous integration', 'devops', 'docker', 'full stack', 'git', 'java', 'jenkins', 'kubernetes', 'linux', 'microsoft azure', 'software development']",it services and consulting,engineering - software and qa,devops,31-08-2024,,34,4.0
391,devops engineer,accenture,['bangalore'],,,,"full time, permanent",5,7,b.tech/b.e.,any postgraduate,Not Specified,"['ansible', 'aws', 'ci cd pipeline', 'ci/cd', 'cloud platforms', 'cloud technologies', 'container', 'container orchestration', 'containerization', 'continuous integration', 'devops', 'docker', 'full stack', 'git', 'java', 'jenkins', 'kubernetes', 'linux', 'microsoft azure', 'software development', 'splunk']",it services and consulting,engineering - software and qa,devops,31-08-2024,,16,4.0
392,devops engineer,accenture,['bangalore'],,,,"full time, permanent",7,12,b.tech/b.e.,any postgraduate,Not Specified,"['ansible', 'aws', 'brs', 'ci cd pipeline', 'ci/cd', 'container', 'container orchestration', 'continuous integration', 'data migration', 'devops', 'docker', 'git', 'jenkins', 'kubernetes', 'linux', 'lsmw', 'presentation skills', 'sap', 'sap abap development', 'sap data migration', 'sap data services']",it services and consulting,engineering - software and qa,devops,31-08-2024,,23,4.0
393,system administrator / engineer,ibm,['bangalore'],,,,"full time, permanent",6,8,b.tech/b.e.,any postgraduate,Not Specified,"['ansible', 'container', 'continuous integration', 'core network', 'devops', 'distribution', 'iptables', 'jenkins', 'linux', 'network troubleshooting', 'open source', 'production processes', 'python', 'rhel', 'root cause analysis', 'san', 'sdn', 'travis', 'troubleshooting', 'ubuntu', 'virtual switches']",it services and consulting,engineering - hardware and networks,it network,02-09-2024,,19,4.1
394,devops engineer,leading client,['hyderabad'],,,,"full time, permanent",4,9,Any Graduate,any postgraduate,ph.d/doctorate,"['agile', 'aws', 'aws platform', 'ci/cd', 'devops', 'iac', 'infrastructure', 'kubernetes', 'python', 'security']",it services and consulting,engineering - software and qa,devops,26-08-2024,,1602,
395,devops engineer,programmers io,"['hyderabad', 'jaipur']",,,,"full time, permanent",9,10,Any Graduate,Not Specified,Not Specified,"['aws', 'aws certified', 'aws cloud', 'docker', 'jenkins', 'terraform']",it services and consulting,engineering - software and qa,devops,09-09-2024,2,91,4.4
396,infrastructure architect,insight direct india,"['bangalore', 'delhi', 'hyderabad']",,,,"full time, permanent",8,13,b.tech/b.e.,m.tech,Not Specified,"['azure active directory', 'caf', 'cicd pipeline', 'cloud infrastructure', 'data center', 'datacenter migration', 'datacenter network', 'devops', 'iaas', 'infrastructure as a service', 'migration', 'networking', 'presales', 'rfi', 'rfp', 'secuirty', 'security', 'solutioning', 'terraform', 'transformation']",it services and consulting,it and information security,it infrastructure services,09-09-2024,1,33,3.3
397,software development - other,altimetrik,['bangalore'],,,,"full time, permanent",6,10,Any Graduate,Not Specified,Not Specified,"['aws', 'coding', 'devops', 'grafana', 'python', 'splunk']",software product,engineering - software and qa,software development,10-09-2024,1,28,3.9
398,devops engineer,see n recruit,['mumbai'],1500000.0,2000000.0,1750000.0,"full time, permanent",3,8,Not Specified,mca,Not Specified,"['automation', 'ci/cd', 'devops architecture', 'iac', 'security']",fintech / payments,engineering - software and qa,devops,05-09-2024,1,1034,
399,devops engineer,teksystems,"['bangalore', 'hyderabad']",,,,"full time, permanent",10,17,Any Graduate,Not Specified,Not Specified,"['ansible', 'aws', 'aws cloudformation', 'cd', 'ci', 'cloud', 'clusters', 'devops', 'gcp', 'go', 'iac', 'kubernates', 'linux', 'openshift', 'packer', 'python', 'terraform']",it services and consulting,engineering - software and qa,devops,05-09-2024,1,188,3.5
400,devops engineer,aveva,"['bangalore', 'hyderabad']",,,,"full time, permanent",3,5,b.sc,any postgraduate,Not Specified,"['devops', 'git', 'release engineering', 'salesforce configuration', 'salesforce customization', 'troubleshooting']",software product,engineering - software and qa,devops,05-09-2024,1,467,4.4
401,devops engineer,accenture,['bangalore'],,,,"full time, permanent",5,10,b.tech/b.e.,any postgraduate,Not Specified,"['ansible', 'aws administration', 'bash', 'cloud infrastructure', 'cloud server', 'container', 'continuous integration', 'devops', 'dns', 'docker', 'ecs', 'eks', 'gcp', 'gcp cloud', 'google', 'iaas', 'infrastructure services', 'java', 'kubernetes', 'linux', 'linux system administration', 'paas', 'python', 'terraform']",it services and consulting,engineering - software and qa,devops,09-09-2024,,22,4.0
402,devops engineer,accenture,['bangalore'],,,,"full time, permanent",5,10,b.tech/b.e.,any postgraduate,Not Specified,"['ansible', 'aws administration', 'bash', 'cloud infrastructure', 'cloud server', 'container', 'continuous integration', 'devops', 'dns', 'docker', 'ecs', 'eks', 'gcp', 'gcp cloud', 'google', 'iaas', 'image management', 'infrastructure services', 'java', 'kubernetes', 'paas', 'postgresql', 'python', 'terraform', 'travis']",it services and consulting,engineering - software and qa,devops,08-09-2024,1,59,4.0
403,devops engineer,ibm,['kochi'],,,,"full time, permanent",3,6,b.tech/b.e.,any postgraduate,Not Specified,"['agile methodology', 'ansible', 'aws', 'cd tools', 'ci / cd tools', 'ci/cd', 'container', 'containerization', 'continuous integration', 'devops', 'docker', 'git', 'github', 'golang', 'groovy', 'ibm cloud', 'java', 'jenkins', 'kubernetes', 'python', 'scripting languages', 'shell scripting', 'terraform']",it services and consulting,engineering - software and qa,devops,08-09-2024,,88,4.1
404,devops engineer,accenture,['pune'],,,,"full time, permanent",3,5,b.tech/b.e.,any postgraduate,Not Specified,"['budgeting', 'ci cd pipeline', 'ci/cd', 'cloud technologies', 'container', 'continuous integration', 'devops', 'drm', 'essbase', 'financial planning', 'hyperion', 'microsoft azure', 'microsoft azure devops', 'oracle', 'oracle hyperion', 'oracle hyperion planning', 'relationship management']",it services and consulting,engineering - software and qa,devops,26-08-2024,,51,4.0
405,devops engineer,icertis,['pune'],,,,"full time, permanent",2,4,Any Graduate,Not Specified,Not Specified,"['azure devops', 'ci/cd', 'devops', 'powershell', 'scripting']",software product,engineering - software and qa,devops,30-08-2024,1,2632,3.7
406,devops engineer,accenture,['pune'],,,,"full time, permanent",3,7,b.tech/b.e.,any postgraduate,Not Specified,"['ado.net', 'ansible', 'aws', 'ci cd pipeline', 'ci/cd', 'cloud technologies', 'container', 'container orchestration', 'continuous integration', 'devops', 'devops tools', 'docker', 'git', 'iac', 'jenkins', 'kubernetes', 'linux', 'microsoft asp.net', 'microsoft azure', 'microsoft azure devops', 'terraform']",it services and consulting,engineering - software and qa,devops,28-08-2024,,124,4.0
407,devops engineer,accenture,['pune'],,,,"full time, permanent",3,5,b.tech/b.e.,any postgraduate,Not Specified,"['ansible', 'aws', 'aws cloudformation', 'ci cd pipeline', 'ci/cd', 'cloud platforms', 'cloud technologies', 'container', 'container orchestration', 'containerization', 'continuous integration', 'devops', 'docker', 'gcp', 'gitlab', 'high availability', 'jenkins', 'kubernetes', 'microsoft azure', 'terraform']",it services and consulting,engineering - software and qa,devops,27-08-2024,,117,4.0
408,devops engineer,tredence,['bangalore'],,,,"full time, permanent",3,8,Any Graduate,Not Specified,Not Specified,"['azure cloud', 'azure devops', 'cicd methodology', 'docker', 'helm charts', 'kubernetes', 'terraform', 'yaml']",it services and consulting,engineering - software and qa,devops,04-09-2024,1,1611,3.6
409,devops engineer,duncan & ross,['bangalore'],,,,"full time, permanent",5,10,Any Graduate,Not Specified,Not Specified,"['azure devops', 'cicd pipeline', 'iac', 'machine learning', 'python', 'r program']",it services and consulting,engineering - software and qa,devops,04-09-2024,1,1005,4.2
410,devops engineer,superior electric machines,"['bangalore', 'mumbai']",,,,"full time, permanent",8,12,b.tech/b.e.,any postgraduate,ph.d/doctorate,"['azure cloud', 'azure devops', 'ci/cd', 'css', 'git', 'gloo', 'html', 'javascript', 'kubernetes', 'microservice development', 'vault', 'vue.js']",it services and consulting,engineering - software and qa,devops,03-09-2024,,150,
411,devops engineer,accenture,['pune'],,,,"full time, permanent",3,6,b.tech/b.e.,any postgraduate,Not Specified,"['ansible', 'aws', 'ci cd pipeline', 'ci/cd', 'cloud technologies', 'container', 'container orchestration', 'continuous delivery', 'continuous integration', 'devops', 'docker', 'git', 'github', 'javascript', 'jenkins', 'kubernetes', 'linux', 'maven', 'microsoft azure', 'puppet', 'python', 'react.js', 'terraform']",it services and consulting,engineering - software and qa,devops,02-09-2024,,120,4.0
412,devops engineer,accenture,['pune'],,,,"full time, permanent",5,8,b.tech/b.e.,any postgraduate,Not Specified,"['ansible', 'automation tools', 'aws', 'ci cd pipeline', 'ci/cd', 'cloud technologies', 'container', 'container orchestration', 'containerization', 'continuous delivery', 'continuous integration', 'devops', 'docker', 'gcp', 'high availability', 'kubernetes', 'microsoft azure', 'puppet']",it services and consulting,engineering - software and qa,devops,02-09-2024,,37,4.0
413,devops consultant / architect,accenture,['hyderabad'],,,,"full time, permanent",3,7,b.tech/b.e.,any postgraduate,Not Specified,"['azure devops', 'cd tools', 'ci/cd', 'cloud native', 'configuration management', 'container orchestration', 'containerization', 'continuous delivery', 'continuous integration', 'devops', 'docker', 'gitlab', 'jenkins', 'kubernetes', 'master data management', 'mdm', 'microservices']",it services and consulting,engineering - software and qa,devops,04-09-2024,,71,4.0
414,devops engineer,randstad offshore,"['bangalore', 'hyderabad', 'pune']",,,,"full time, permanent",5,10,Any Graduate,Not Specified,Not Specified,"['ansible', 'aws', 'ci/cd', 'kubernetes', 'python', 'terraform']",it services and consulting,engineering - software and qa,devops,14-08-2024,15,4374,
415,devops engineer,hitachi data systems,"['bangalore', 'hyderabad', 'pune']",,,,"full time, permanent",10,12,Any Graduate,any postgraduate,Not Specified,"['equity', 'gcp', 'monitoring', 'network security', 'open source', 'orchestration', 'powershell', 'programming', 'python', 'recruitment']",it services and consulting,engineering - software and qa,devops,26-08-2024,1,48,3.8
416,devops engineer,accenture,['mumbai'],,,,"full time, permanent",5,6,b.tech/b.e.,any postgraduate,Not Specified,"['aws', 'bash', 'cd tools', 'ci / cd tools', 'ci cd pipeline', 'ci/cd', 'containerization', 'continuous integration', 'devops', 'docker', 'gcp', 'gitlab', 'gitlab ci', 'grafana', 'java', 'jenkins', 'kafka', 'kubernetes', 'microsoft azure', 'prometheus', 'python', 'terraform']",it services and consulting,engineering - software and qa,devops,31-08-2024,,34,4.0
417,devops engineer,accenture,['coimbatore'],,,,"full time, permanent",3,5,b.tech/b.e.,any postgraduate,Not Specified,"['ansible', 'automation tools', 'ci cd pipeline', 'ci/cd', 'cloud technologies', 'container', 'container orchestration', 'continuous delivery', 'continuous integration', 'devops', 'docker', 'git', 'github', 'kubernetes', 'kubernetes administration', 'prometheus', 'python', 'terraform', 'version control']",it services and consulting,engineering - software and qa,devops,30-08-2024,,44,4.0
418,devops engineer,accenture,['kolkata'],,,,"full time, permanent",2,4,Any Graduate,any postgraduate,Not Specified,"['arm', 'bash', 'ci cd pipeline', 'ci/cd', 'cloud technologies', 'container', 'containerization', 'continuous integration', 'devops', 'docker', 'iaas', 'kubernetes', 'microsoft azure', 'microsoft azure devops', 'microsoft azure iaas', 'networking concepts', 'powershell', 'protocols', 'terraform']",it services and consulting,engineering - software and qa,devops,30-08-2024,,73,4.0
419,devops engineer,accenture,['noida'],,,,"full time, permanent",2,4,b.tech/b.e.,any postgraduate,Not Specified,"['ansible', 'azure devops', 'ci cd pipeline', 'ci/cd', 'cloud infrastructure', 'cloud technologies', 'configuration management', 'container', 'continuous integration', 'devops', 'docker', 'gitlab', 'gitlab ci', 'gitlab ci / cd', 'jenkins', 'kubernetes', 'microsoft azure', 'sre', 'swarm', 'terraform']",it services and consulting,engineering - software and qa,devops,30-08-2024,,193,4.0
420,devops engineer,accenture,['mumbai'],,,,"full time, permanent",12,16,b.tech/b.e.,any postgraduate,Not Specified,"['amazon rds', 'amazon sqs', 'aws', 'ci cd pipeline', 'ci/cd', 'container', 'continuous integration', 'devops', 'ebs', 'efs', 'eks', 'framework development', 'golang', 'iam', 'java', 'javascript', 'kubernetes', 'lambda expressions', 'pki', 'python', 'serverless', 'sns', 'software engineering', 'sre', 'typescript']",it services and consulting,engineering - software and qa,devops,30-08-2024,,9,4.0
421,devops engineer,accenture,['mumbai'],,,,"full time, permanent",3,7,Any Graduate,any postgraduate,Not Specified,"['ansible', 'automation tools', 'aws', 'azure devops', 'ci cd pipeline', 'ci/cd', 'configuration management', 'container', 'continuous integration', 'devops', 'docker', 'firewall', 'gitlab', 'jenkins', 'kubernetes', 'microsoft azure', 'puppet', 'sap hybris', 'sap hybris commerce', 'swarm']",it services and consulting,engineering - software and qa,devops,30-08-2024,,63,4.0
422,devops engineer,accenture,['mumbai'],,,,"full time, permanent",7,11,b.tech/b.e.,any postgraduate,Not Specified,"['ansible', 'aws', 'bash', 'ci cd pipeline', 'ci/cd', 'cloud technologies', 'container', 'continuous integration', 'devops', 'docker', 'gcp', 'kubernetes', 'microsoft azure', 'microsoft azure devops', 'powershell', 'software engineering', 'swarm', 'terraform']",it services and consulting,engineering - software and qa,devops,30-08-2024,,9,4.0
423,devops engineer,accenture,['gurgaon'],,,,"full time, permanent",3,5,b.tech/b.e.,any postgraduate,Not Specified,"['agile methodology', 'cd tools', 'change management', 'ci / cd tools', 'continuous integration', 'deployment process', 'devops', 'docker', 'docker swarm', 'itil', 'itil incident management', 'mysql', 'networking', 'relational database management system', 'security compliance', 'sql server']",it services and consulting,engineering - software and qa,devops,30-08-2024,,62,4.0
424,devops engineer,accenture,['chennai'],,,,"full time, permanent",3,5,Any Graduate,any postgraduate,Not Specified,"['ansible', 'aws', 'ci cd pipeline', 'ci/cd', 'cloud technologies', 'container', 'container orchestration', 'continuous delivery', 'continuous integration', 'devops', 'docker', 'git', 'jenkins', 'kubernetes', 'linux', 'microsoft azure', 'python', 'sap', 'sap hybris', 'sap hybris commerce']",it services and consulting,engineering - software and qa,devops,28-08-2024,,93,4.0
425,devops engineer,accenture,['gurgaon'],,,,"full time, permanent",3,8,b.tech/b.e.,ms/m.sc,Not Specified,"['ansible', 'automation tools', 'aws', 'aws cloudformation', 'ci cd pipeline', 'ci/cd', 'container', 'container orchestration', 'continuous delivery', 'continuous integration', 'devops', 'docker', 'gcp', 'git', 'gitlab', 'jenkins', 'kubernetes', 'linux', 'microsoft azure', 'terraform']",it services and consulting,engineering - software and qa,devops,28-08-2024,,164,4.0
426,devops engineer,accenture,['nagpur'],,,,"full time, permanent",3,5,b.tech/b.e.,any postgraduate,Not Specified,"['ansible', 'automation tools', 'aws', 'ci cd pipeline', 'ci/cd', 'cloud technologies', 'container', 'container orchestration', 'continuous delivery', 'continuous integration', 'devops', 'docker', 'git', 'github', 'jenkins', 'kubernetes', 'linux', 'maven', 'microsoft azure', 'puppet', 'python', 'terraform']",it services and consulting,engineering - software and qa,devops,27-08-2024,,107,4.0
427,devops engineer,accenture,['mumbai'],,,,"full time, permanent",3,5,Any Graduate,any postgraduate,Not Specified,"['ansible', 'automation tools', 'aws', 'azure devops', 'ci cd pipeline', 'ci/cd', 'configuration management', 'container', 'continuous integration', 'devops', 'docker', 'firewall', 'gitlab', 'jenkins', 'kubernetes', 'microsoft azure', 'puppet', 'sap hybris', 'sap hybris commerce', 'swarm']",it services and consulting,engineering - software and qa,devops,26-08-2024,,79,4.0
428,devops engineer,accenture,['chennai'],,,,"full time, permanent",7,9,b.tech/b.e.,any postgraduate,Not Specified,"['ansible', 'aws', 'azure devops', 'ci cd pipeline', 'ci/cd', 'cloud platforms', 'cloud technologies', 'container orchestration', 'containerization', 'continuous delivery', 'continuous integration', 'devops', 'docker', 'gcp', 'gitlab', 'jenkins', 'kubernetes', 'microsoft azure', 'terraform']",it services and consulting,engineering - software and qa,devops,26-08-2024,,42,4.0
429,full stack developer,hitachi digital,"['bangalore', 'hyderabad', 'pune']",,,,"full time, permanent",6,9,Any Graduate,Not Specified,Not Specified,"['aws', 'oops', 'react.js', 'typescript']",it services and consulting,engineering - software and qa,software development,09-09-2024,1,65,3.8
430,full stack developer,ibm,['bangalore'],,,,"full time, permanent",2,6,b.tech/b.e.,any postgraduate,Not Specified,"['agile', 'bash', 'continuous integration', 'debugging', 'docker', 'frontend ui', 'full stack', 'fullstack development', 'github', 'java', 'json', 'kubernetes', 'linux', 'machine learning', 'node.js', 'openshift', 'python', 'react.js', 'san', 'scala', 'scripting languages', 'sql', 'ui development', 'zos']",it services and consulting,engineering - software and qa,software development,09-09-2024,,25,4.1
431,full stack developer,ibm,['bangalore'],,,,"full time, permanent",2,6,b.tech/b.e.,any postgraduate,Not Specified,"['angular', 'automation testing', 'behavior driven development', 'ci/cd', 'continuous integration', 'dbms', 'docker', 'fullstack development', 'github', 'java', 'javascript', 'kubernetes', 'node', 'node.js', 'nosql', 'nosql databases', 'react.js', 'redux', 'relational databases', 'rest', 'tdd', 'web services']",it services and consulting,engineering - software and qa,software development,08-09-2024,,226,4.1
432,full stack developer,ibm,['bangalore'],,,,"full time, permanent",10,14,b.tech/b.e.,any postgraduate,Not Specified,"['agile', 'angular', 'apache flink', 'api', 'cassandra', 'ci/cd', 'css', 'docker container', 'elastic search', 'git', 'gradle', 'graphql apis', 'html', 'j2ee', 'java', 'javascript', 'jenkins', 'kafka', 'maven', 'mongodb', 'nosql', 'openshift', 'python', 'rest', 'saas', 'scrum', 'software development', 'spring boot', 'sql', 'typescript']",it services and consulting,engineering - software and qa,software development,08-09-2024,,36,4.1
433,full stack developer,ibm,['bangalore'],,,,"full time, permanent",2,6,b.tech/b.e.,any postgraduate,Not Specified,"['agile', 'artificial intelligence', 'bash', 'continuous delivery', 'data science', 'debugging', 'docker', 'frontend ui', 'full stack', 'fullstack development', 'github', 'java', 'json', 'kubernetes', 'linux', 'machine learning', 'node.js', 'openshift', 'python', 'react.js', 'scala', 'sql', 'ui development', 'zos']",it services and consulting,engineering - software and qa,software development,08-09-2024,,51,4.1
434,full stack developer,hallmark healthcare,['hyderabad'],,,,"full time, permanent",6,11,b.tech/b.e.,any postgraduate,Not Specified,"['.net', '.net core', 'angular', 'angular 8', 'asp.net', 'c#', 'full stack development', 'html5', 'javascript', 'restful api', 'sql']",software product,engineering - software and qa,software development,09-09-2024,1,9,
435,full stack developer,revest solutions,['hyderabad'],,,,"full time, permanent",5,8,b.tech/b.e.,Not Specified,Not Specified,"['angular', 'css3', 'html', 'javascript', 'nodejs', 'postgresssql/mysql', 'rest api', 'typescript']",it services and consulting,engineering - software and qa,software development,09-09-2024,3,9,4.6
436,full stack developer,ibm,['kochi'],,,,"full time, permanent",2,6,b.tech/b.e.,any postgraduate,Not Specified,"['agile', 'api', 'design development', 'devops', 'docker', 'figma', 'frontend development', 'full stack', 'fullstack development', 'git', 'golang', 'html', 'ide', 'kubernetes', 'ml', 'mobx', 'react.js', 'redux', 'rest', 'rest api design', 'software development', 'software engineering', 'sql', 'ui', 'visual studio code']",it services and consulting,engineering - software and qa,software development,09-09-2024,,9,4.1
437,full stack developer,aveva,['hyderabad'],,,,"full time, permanent",4,6,b.tech/b.e.,any postgraduate,Not Specified,"['ci/cd tools', 'javascript', 'js frameworks', 'nosql', 'python', 'sql']",software product,engineering - software and qa,software development,05-09-2024,1,67,4.4
438,it consulting - other,randstad digital.,"['bangalore', 'hyderabad']",1000000.0,1800000.0,1400000.0,"full time, temporary/contractual",5,10,Any Graduate,Not Specified,Not Specified,"['.net+react', 'azure development', 'net core development', 'net core framework', 'reactjs', 'redux', 'web api development']",it services and consulting,consulting,it consulting,02-09-2024,1,100,
439,full stack developer,ibm,['bangalore'],,,,"full time, permanent",5,7,b.tech/b.e.,any postgraduate,Not Specified,"['agile methodology', 'c++', 'ci/cd', 'continuous integration', 'debugging', 'flask', 'full stack', 'fullstack development', 'git', 'linux', 'openshift', 'postgresql', 'project management', 'python', 'react.js', 'rest', 'shell scripting', 'software development', 'sqlalchemy', 'typescript', 'vm', 'webpack', 'zlinux']",it services and consulting,engineering - software and qa,software development,05-09-2024,,21,4.1
